property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features
flat,Supertech Araville,,1.35,,,Carpet area: 1945 (180.7 sq.m.),3.0,3.0,3,not available,4.0,,1 to 5 Year Old,"['Petrol Pump Indian Oil', 'Petrol Pump', 'Rao Dhaba', ""McDonald's""]","['1 Water Purifier', '2 Fan', '1 Geyser', '3 Light', '2 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']",
flat,Raheja Teachers Apartments3.1 ★,,1.2,,,Super Built up area 1650(153.29 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3.0,2.0,2,others,1.0,East,5 to 10 Year Old,"['Hanuman Mandir', 'Icici bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Shivam Hospital Gurgaon', 'Ahmed Hospital Multi Speciality', 'Dispencery', 'Dayal Eye & Maternity Centre', 'Bansal Medicare and Maternity Centre', 'Pushpanjali Hospital', 'Pushpanjali Hospital Gurgaon', 'Kalyani Hospital Gurgaon', 'Medanta', 'Aarvy Hospital', 'Centre For Sight Gurgaon Sector 29', 'Saraswati Hospital Gurgaon', 'Gardian Pharmacy', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'Indian Oil', 'Indian Oil', 'Hdfc bank', 'State bank of india sbi', 'Punjab national bank', 'Om Sweets', 'Fast Food', 'Fast food', 'Bar and restaurant', 'Cafe Coffee Day', 'Darbar', '32nd Milestone', 'Raj Restaurant', 'Dhabba', 'KFC', 'CR Model Public School', 'Salvan Public School', 'St. Angels Jr', 'govt sec school', 'Manav Rachna School', 'Manav Rachna Swimming Pool', 'District library gurgaon']","['1 Water Purifier', '5 Fan', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '20 Light', '4 AC', '1 Chimney', '7 Curtains', '1 Modular Kitchen', '13 Wardrobe', '1 Microwave', 'No Bed', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Natural Light', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
house,independent,,13.5,29880.0,4518.0,Plot area 502(419.74 sq.m.),5.0,5.0,3+,"pooja room,study room,servant room,others",2.0,North-East,1 to 5 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']","['6 Fan', '1 Fridge', '1 Exhaust Fan', '6 Geyser', '1 Stove', '12 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '6 Curtains', '5 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']"
house,sector 57 huda,,3.8,26063.0,1458.0,Plot area 162(135.45 sq.m.)Built Up area: 162 sq.yards (135.45 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),8.0,8.0,3+,"store room,pooja room",4.0,East,1 to 5 Year Old,"['Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'State bank ATM', 'Icici bank ATM', 'Standard chartered ATM', 'Vatsalya Clinic', 'Anand Hospital Gurgaon', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'pracksht hospital', 'Meher Clinic', 'Bones Clinic - Orthopaedics', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Neelkanth Health Care', 'Dr. Naresh Pandita', 'Arihant Hospital', 'Dr. Anuj Sharma', 'Wembley estate club', 'HUDA Office Complex', 'Medisca', 'Pernod Ricard Charitable Dispensary', 'SPAZE BUSINESS PARK', 'Unitech', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank', 'Hdfc bank and atm', 'Hdfc bank', '222', 'Pizza Hut', 'Madison and Pike', 'India', 'Haldiram', 'Raj Restaurant', 'Gurugram University', 'Kamla International', 'Amity Global School', 'St. Angels Sr', 'Manav Rachna School', 'Delhi Public School Primary Section', 'IILM', 'St. Angels Jr', 'Iilm University', 'Manav Rachna Swimming Pool']","['8 Wardrobe', '4 Fan', '1 Exhaust Fan', '12 Geyser', '20 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting']"
flat,Ashiana Anmol3.5 ★,,0.99,,,Super Built up area 1205(111.95 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,2,not available,6.0,East,Jul 2025,"['Global Signum Plaza', 'Airia Mall', 'Sohna Road', 'KR Mangalam University', 'GD Goenka School', 'GD Goenka University', 'Civil Hospital', 'Central Park', 'M2M football Club', 'Gurgaon Technology Valley', 'Lemon Tree Hotel', 'Sports academy and Gym', 'IndianOil']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
flat,AVL 36 Gurgaon3.7 ★,,0.75,,,Super Built up area 1000(92.9 sq.m.)Carpet area: 727 sq.ft. (67.54 sq.m.),2.0,2.0,2,not available,5.0,North-East,1 to 5 Year Old,"['S.R.S. Hospital and Critical Care Unit', 'Shri Balaji Hospital and Trauma Center', 'Orris Community Center', 'Petrol Pump Indian Oil', 'Petrol Pump IBP', 'Petrol Pump Indian Oil', 'Haldiram']","['1 Wardrobe', '3 Fan', '6 Light', '1 Modular Kitchen', '3 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park']"
flat,Alpha Corp GurgaonOne 844.0 ★,,1.52,,,Super Built up area 1923(178.65 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,4.0,3,servant room,15.0,South,1 to 5 Year Old,"['Delhi Public School', 'Raheja Market', 'Sapphire Mall', 'INXT High Street', 'Cambridge Pre-School', 'Euro Int. School', 'Genesis Hospital', 'HDFC Bank', 'Society Park', 'Dishoom Cinemas']",,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']"
house,unitech uniworld resorts,,9.55,19293.0,4950.0,Plot area 550(459.87 sq.m.),6.0,7.0,3+,"pooja room,study room,servant room,store room",2.0,East,1 to 5 Year Old,"['Rajiv Chowk Mosque', 'Icici bank ATM', 'Standard chartered ATM', 'Samvit Health Care', 'Airforce Hospital', 'Medanta', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Sukhmani Hospital Pvt. Ltd', 'Vaishnavi Nursing Home', 'Best Urologist Atcomplete Family Clinic', 'Ayushman Hospital And Trauma Centre', 'Park Hospital Gurgaon', 'Wellness Eye Centre', 'Neelkanth Health Care', 'Dr. Aruna Kalra', 'Vishesh Dental', 'Smile Plus Dental Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Bansal Medicare and Maternity Centre', 'Pushpanjali Hospital Gurgaon', 'Shri Ram Dental Clinic', 'Sunrise Hospital Gurgaon', 'Meher Clinic', 'Rajendra Hospital', 'Pushpanjali Hospital', 'Sai Dental Clinic', 'Nutan Dental Hospital', 'Parmar Dental Clinic & Lab', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'KFC', 'Haldiram', ""Domino's Pizza"", ""Nirula's"", 'Kendriya Vidyalaya No.2 Sohna Road', 'Delhi Public School Primary Section']","['6 Wardrobe', '1 Exhaust Fan', '24 Light', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']"
house,ansals palam vihar,,2.68,17213.0,1557.0,Plot area 173(144.65 sq.m.),4.0,3.0,2,store room,3.0,,5 to 10 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']","['4 Wardrobe', '4 Fan', '1 Exhaust Fan', '2 Geyser', '14 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'False Ceiling Lighting', 'No open drainage around', 'Recently Renovated', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']"
house,independent,,5.3,27390.0,1935.0,Plot area 215(179.77 sq.m.),9.0,9.0,3+,servant room,3.0,East,5 to 10 Year Old,"['Sector 42-43 metro station', 'Huda city centre metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Rbs ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Paras Hospital Gurgaon', 'Gupta', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Sitaram Bhartia', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Naveidyam', 'Starbucks', 'Blue Tokai Coffee Roasters', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Nowhere Brewpub and cafe', 'Fat', 'Dighent cafe', 'Clock tower', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']","['9 Wardrobe', '15 Fan', '1 Exhaust Fan', '12 Geyser', '60 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Security Personnel', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']"
flat,maa bhagwati residency,,0.45,,,Carpet area: 900 (83.61 sq.m.),2.0,2.0,1,not available,4.0,West,1 to 5 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Pearl Dental Clinic', 'Taneja Hospital', 'Dr. Ashok Jain', 'Dr. Madan Clinic', 'Geeta Nursing Home Gurgaon', 'Chiranjiv Hospital', 'Dev Man Kathuria Clinic', 'Aryan Hospital', 'Kr Dental Hub', 'Swastik Maternity and Medical Centre', 'Satyam Hospital Gurgaon', 'Ravi Clinic and Health Care Centre', 'D.R. Rajnis Gupta Clinic', 'Esic Hospital Gurugram', 'Gurgaon Eye Centre', 'Bindal Clinic', 'Shiv Mahima Patient Care Bureau', 'Shree Krishna Hospital Gurgaon', 'M.S Hospital', 'My Care Clinic', 'Ankur Clinic and Maternity Home', 'Triveni Hospital Gurgaon', 'Shri Gobind Hospital', 'Navjeevan Hospital and Maternity Centre', 'Lal Superspeciality Hospital', 'Sparsh Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhatnagar Maternity and Nursing Home', 'Tirath Ram Hospitals Pvt Ltd', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Dr. Ajay S. Gupta Clinic', 'Kidney Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Sethi Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Kharbanda Maternity and Nursing Home', 'Gupta Hospital Gurgaon', 'Dentecare - Multispeciality Dental Clinic', 'State bank of india', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']","['3 Fan', '4 Light', '1 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water Storage', 'Visitor Parking']"
flat,Microtek Greenburg3.8 ★,,1.23,,,Super Built up area 1480(137.5 sq.m.),2.0,2.0,3,study room,13.0,South,1 to 5 Year Old,"['SS Omnia Mall', 'National Highway 8', 'Dwarka Expressway', 'Sidheshwar School', 'Dronacharya College of Engineering', 'Arc Multi Specialty Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Heritage Village Resort & Spa', 'National Tennis Academy']",,"['Lift(s)', 'Maintenance Staff']"
flat,Supertech Araville,,1.1,,,Carpet area: 1950 (181.16 sq.m.),3.0,3.0,3,not available,1.0,,1 to 5 Year Old,"['Petrol Pump Indian Oil', 'Petrol Pump', 'Rao Dhaba', ""McDonald's""]","['3 Fan', '1 Exhaust Fan', '2 Geyser', '3 Light', '3 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors']"
flat,Smart World Gems,,0.95,,,Carpet area: 1103 (102.47 sq.m.),2.0,2.0,2,"study room,servant room",4.0,,Within 6 months,"['Sant Soordas Sihi Metro Station', 'Airia Mall', 'Dwarka Expressway', 'Pataudi Road', 'NH-8', 'KMP Expressway', 'RPS International School', 'Genesis Hospital Sector 84', 'Gurgaon Railway Station', 'Vatika Business Park Sector 49', 'Holiday Inn Gurugram Sector 90', 'De Adventure Amusement Park', 'National Tennis Academy Sector 98', 'IMT Manesar']",,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']"
flat,CHD Avenue 713.6 ★,,1.32,,,Super Built up area 2193(203.74 sq.m.),4.0,4.0,3,servant room,14.0,South,5 to 10 Year Old,"['Huda City Centre', 'Apna Mart', 'Rajiv Chowk', 'Sohna Road', 'IFFCO Chowk', 'Medanta Hospital', 'Max Hospital, Gurugram', 'IGI Airport', 'HDFC Bank', 'Candor Park', 'Marriott Courtyard', 'Radisson Suites', 'Park Plaza', 'Flipkart Warehouse', 'Sadar Police Station']",[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
house,independent,,0.99,17187.0,576.0,Plot area 64(53.51 sq.m.),4.0,4.0,3,not available,4.0,,1 to 5 Year Old,"['Standard chartered ATM', 'Icici bank ATM', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Meher Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Bones Clinic - Orthopaedics', 'Skin Clinic', 'Divine Look Clinic Centre', 'Sukhmani Hospital Pvt. Ltd', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Samvit Health Care', 'Medanta', 'Vatsalya Clinic', 'Wembley estate club', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'SPAZE BUSINESS PARK', 'India Oil', 'Hdfc bank', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'SRS Cinemas', 'SRS Cinemas', 'Haldiram', ""Domino's Pizza"", ""Nirula's"", 'India', 'Nook', 'Starbucks', 'KFC', 'Madison and Pike', 'Delhi Public School Primary Section', 'Kamla International', 'Gurugram University', 'Amity Global School', 'Manav Rachna School', 'Manav Rachna Swimming Pool']",[],"['Maintenance Staff', 'Rain Water Harvesting']"
flat,Godrej Aria3.8 ★,,1.0,,,Super Built up area 1503(139.63 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,2,study room,4.0,North-West,1 to 5 Year Old,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Mount Olympus School, Sec 79', 'Singhania University, Manesar', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Capital Business Park', 'Savoy Suites, Manesar', 'Manesar Golf Course', 'Nakhrola Stadium']","['2 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
flat,Apna Enclave,,0.55,,,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2.0,2.0,2,not available,2.0,North-East,10+ Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Chirag Hospital Pvt. Ltd', ""Dr. Anurag's Child Care Clinic"", 'R K Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Yashroop Medical Centre', 'Bhardwaj Hospital', 'Dr. Sindhu Clinic', 'Dr. Hitesh Dawar', 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Kalyan Hospital Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Gurgaon Eye Centre', 'Kr Dental Hub', 'GH Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Sparsh Hospital Gurgaon', 'Aryan Hospital', 'Dr. Ashok Jain', 'Shree Krishna Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Children Hospital', 'Dr. Tomar Clinic', 'Bhatnagar Maternity and Nursing Home', 'Nidhi Clinic', 'Dr. Babita Sharma', 'Pearl Dental Clinic', 'Sheetla Clinic', 'Dr. Sarvejeet Singh', 'Geeta Nursing Home Gurgaon', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Pizza Hut', ""McDonald's"", 'Lieutenant Atul Kataria School', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '1 Geyser', '5 Light', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal']"
flat,Orris Carnation Residency3.7 ★,,0.72,,,Super Built up area 1475(137.03 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,3.0,2,others,9.0,West,5 to 10 Year Old,"['Omaxe Celebration Mall within reach', 'Nearby Lotus Valley International School', 'The Shri Ram School Aravali', 'Close to ARC Multi Specialty Hospital', 'Proximity to Maxe Healthcare Hospital', 'Close to Medanta, The Medicity', 'Walking distance to Children Park', 'Hyatt Regency in the neighborhood']",,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
flat,Vatika Gurgaon 213.7 ★,,1.1,,,Super Built up area 1735(161.19 sq.m.),3.0,3.0,3,servant room,12.0,North,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Vatika Sector Road', 'Gurgaon - Delhi Expy', 'Dwarka Expy', 'Euro International School, Sec 84', 'DPG Degree College', 'Aarvy Healthcare Super Speciality', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","['3 Wardrobe', '1 Exhaust Fan', '3 Geyser', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
flat,DLF Regency Park 13.6 ★,,1.91,,,Carpet area: 1150 (106.84 sq.m.),2.0,2.0,2,not available,11.0,,0 to 1 Year Old,"['Sector 42-43 metro station', 'Dlf phase 1 metro station', 'Huda city centre metro station', 'New Life Church', 'Hanuman Mandir', 'Rbs ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Hdfc ATM', 'Hdfc bank ATM', 'Marwah Clinic', 'Paras Hospital Gurgaon', 'Sitaram Bhartia', 'Gupta', 'Max Hospital', 'The Dental Lounge', 'Dr. Kutbuddin Akbary', 'Arihant Hospital', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Guardian Pharmacy', 'Chikitsa', 'Bharat petroleum', 'Axis bank', 'Icici bank', 'Hdfc bank', 'The Chicken Boat', 'Balaji Vegetarian Paradise', 'Nowhere Brewpub and cafe', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Fat', 'Dighent cafe', 'Drunken Monkey', 'Belgian Waffle', 'CCD', 'Naveidyam', 'Sagar Ratna', 'Shophouse by Kylin', 'PWO house', 'Cafe Tonini', ""Carl's Jr."", 'Starbucks', 'Stones2milestones', 'Ncr library', 'Bahrisons library']","['1 Water Purifier', '3 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '3 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Bed', '2 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Light', 'No TV']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Spacious Interiors', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
